Quality,#1 ID,#2 ID,#1 String,#2 String
0,2373715,2373669,"Water management officials in Florida were worried about some of the already-swollen rivers and lakes , because a direct hit from a hurricane could cause severe flooding .",Water management officials in Florida were worried about the storm 's possible effect on some of their already-swollen rivers and lakes .
1,2277401,2277378,"Last year , Cuban officials said none of nearly two dozen nominated Cuban musicians received U.S. visas on time to attend the Grammys in Los Angeles .",Cuban officials said that last year none of about two dozen nominated Cuban musicians received U.S. visas in time to attend the Latin Grammys .
1,3187846,3187778,Its keywords are supported by Chinese language Web portals .,"Chinese language Web portals also support 3721 keywords , the Web site said ."
0,1077014,1077138,"""Glover said the killer used a """" peculiar slipknot """" on the ligature he used to strangle some of the victims .""","Glover said the killer used a ``peculiar slipknot , ' ' including a coaxial cable and an extension cord , to strangle some of the victims ."
1,3254507,3254576,U.S. same-store sales last months at Tim Hortons rose 8.8 per cent .,Tim Hortons ' same-store sales in Canada rose by 6.7 per cent .
1,702468,702500," Dan brings to Coca-Cola enormous experience in managing some of the world 's largest and most familiar brands ,  Heyer said in a statement .","""In a statement , Heyer said , """" Dan brings to Coca-Cola enormous experience in managing some of the world 's largest and most familiar brands ."""
1,2343284,2343320,"""The ISM noted that """" with the exception of March 2003 , growth in business activity has been reported by ISM members every month beginning with February 2002 . """""""," With the exception of March 2003 , growth in business activity has been reported by ISM members every month beginning with February 2002 ,  the Arizona-based group said ."
1,1023571,1023460,"Peck died peacefully at his Los Angeles home early Thursday with his wife of 48 years , Veronique , by his side .","Peck , who was 87 , died peacefully at his Los Angeles home last Thursday with his French-born wife of 48 years , Veronique , at his side ."
1,1284150,1284173,"The new Finder puts a user 's folders , hard drive , network servers , iDisk and removable media in one location , providing one-click access .","Panther 's redesigned Finder navigation tool puts a user 's favourite folders , hard drive , network servers , iDisk and removable media in one location ."
1,2377287,2377246," Spring has arrived in Estonia -- we 're back in Europe ,  Prime Minister Juhan Parts told a news conference on Sunday ."," Spring has arrived in Estonia - we 're back in Europe ,  Juhan Parts , prime minister , told a news conference last night ."
1,3189862,3189927,"Had the creditors turned down the bailout plan , LG Group might have been forced to close down its credit card business .","If the creditors turn down the bailout plan , LG Group may have to closedown its card business ."
0,1990238,1990281,"About 1,417 schools statewide receive Title I money .",That applies only to schools that get federal Title I money .
1,2461332,2461355," Everyone who has a cell phone wishes they had a better one ,  Huang said .","""They have a cell phone and everybody that has a cell phone wishes they had a better one . """""""
1,907751,907588,The Nets and the Spurs are crossing new frontiers of offensive ineptitude while causing their high-scoring American Basketball Association forefathers to cringe .,The Nets and the San Antonio Spurs are crossing new frontiers of offensive ineptitude while embarrassing their high-scoring ABA forefathers .
1,1786751,1786721,The settlement includes $ 4.1 million in attorneys ' fees and expenses .,Plaintiffs ' attorneys would get $ 4.1 million of the settlement .
1,2481604,2481631,"Calvin Hollins Jr . ' s attorney , Thomas Royce , has repeatedly said his client had no link with the company that owned and operated E2 .","The lawyer for Hollins Jr . , Thomas Royce , has said his client had no link to the company that owned and operated E2 ."
1,2204002,2204069," This is , I think , a very seminal moment in our agency 's history ,  Mr O 'Keefe said ."," I think we are at a seminal moment in the history of this agency ,  he said ."
1,579975,579810,The DVD-CCA then appealed to the state Supreme Court .,The DVD CCA appealed that decision to the U.S. Supreme Court .
0,3010408,3010442,Gillespie sent a letter to CBS President Leslie Moonves asking for a historical review or a disclaimer .,Republican National Committee Chairman Ed Gillespie issued a letter Friday to CBS Television President Leslie Moonves .
1,421009,421091,"State media said there were at least 770 dead and over 5,600 injured .","The latest toll given by officials to state media was 643 dead and over 4,600 injured ."
1,3118767,3118719,"""Daughter Renee Jackson said she often made """" huge pots of , like , beans and rice with , like , meat and casseroles """" for the whole family .""","Their biological daughter Renee Jackson , 29 , said she made huge pots of beans and rice , and meat and casseroles ."
1,1982137,1982082,"Hormone replacement therapy that combines estrogen and progestin doubles a woman 's risk of breast cancer , a British study of more than a million women has found .","A major British study has added to the evidence that hormone replacement therapy increases the risk of breast cancer , especially when women receive a combination of estrogen and progestin ."
1,3088719,3088344,"Jacob has pushed consolidation for years , but he has said many communities , especially rural ones , have opposed it .","Jacob has pushed consolidation for years but said it has been opposed by many communities , especially rural ones ."
1,2270117,2270197,A judge ordered the child placed in state custody Aug. 8 .,"On Aug. 8 , Juvenile Court Judge Robert Yeates ordered that Parker be placed in protective custody ."
0,3386414,3386441,"In Lytle Creek Canyon , a 4-foot-high mud flow crossed a road , trapping a car .","In Lytle Creek Canyon , the rain caused several mudslides , including a 4-foot-high flow across a road that trapped a car ."
1,2726643,2726697,British-born astronaut Michael Foale is about to fly into space to take up his post as commander of the International Space Station .,British-born astronaut Michael Foale is on his way to take command of the international space station .
1,1862940,1862654,"The Association of South East Asian Nations groups Brunei , Cambodia , Indonesia , Laos , Malaysia , Myanmar , the Philippines , Singapore , Thailand , and Vietnam .","ASEAN comprises Brunei , Cambodia , Indonesia , Laos , Malaysia , Myanmar , the Philippines , Singapore , Thailand and Vietnam ."
0,363199,362925,"Investors were askingwhether other banks , some of which are still being audited , could be dealt with in the same way .","Other Japanese banks , some of which are still being audited , could face similar scrutiny ."
0,283606,283689,"The staged scene , covering several acres , featured smashed cars and buses , ruined buildings , scattered debris and spot fires .","Smashed cars and buses , ruined buildings , scattered debris and spot fires added to the realism ."
1,397102,397138,"""At last week 's meeting with U.S. President George W. Bush , Roh said inter-Korean exchanges would be """" conducted in light of developments on the North Korean nuclear issue . """"""","""The two leaders said inter-Korean exchanges would be """" conducted in light of developments on the North Korean nuclear issue """" ."""
0,633766,633873,"The Dow Jones industrial average < .DJI > rose 98.74 points , or 1.12 percent , to 8,949.00 .","The city index outperformed the Dow Jones industrial average , which rose 2.9 percent during the four-day trading week ."
0,1467048,1466992,"""The 2000 Democratic platform supported """" the full inclusion of gay and lesbian families in the life of the nation . """"""","""The Democrat 's 2000 platform didn 't explicitly support gay marriages but backed """" the full inclusion of gay and lesbian families into the life of the nation . """""""
1,69689,69610,"During the fiscal second quarter , Cisco earned $ 991 million , or 14 cents a share , on sales of $ 4.7 billion .","Cisco reported earnings of $ 987 million , or 14 cents a share , on revenue of $ 4.62 billion for the quarter ending in April ."
0,822527,822661,"""The street-racing sequel """" 2 Fast 2 Furious """" won the pole position at the box office , taking in an estimated $ 52.1 million in its opening weekend .""","""The PG-13 sequel """" 2 Fast 2 Furious """" raked in an estimated $ 52.1 million during its opening weekend , jumping over last weekend 's catch , """" Finding Nemo . """""""
0,130006,130268,"Some 175 million shares traded on the Big Board , a 7 percent increase from the same time a week ago .","Some 1.6 billion shares traded on the Big Board , a 17 percent increase over the three-month daily average ."
1,3182444,3182413,The United States and Britain are seeking backing at the United Nations for their agenda to hand over power to Iraqis .,"At the United Nations , the United States and Britain are seeking backing for their agenda to hand over power to Iraqis ."
0,342112,342381,"The Modesto Bee and NBC were notified their calls had been intercepted , Goold said .",Journalists were not the only people notified that their phone calls had been intercepted .
0,1528413,1528275,"Sunnis make up 77 percent of Pakistan 's population , Shiites 20 percent .",About 80 percent of Pakistan 's 140 million people are Sunnis .
0,2141865,2141906,A federal judge ruled that the monument violated the law and ordered it removed .,The federal courts have ruled that the monument violates the constitutional ban against state-established religion .
1,403034,402965,Two Atlanta companies that have not been accused of wrongdoing -- Delta Air Lines Inc. and the Home Depot -- were mentioned as having excessive pay packages for its CEOs .,Two Atlanta-based companies that have not been accused of wrongdoing -- Delta Air Lines and Home Depot -- were also mentioned by witnesses as having excessive pay packages for CEOs .
0,1151081,1151065,The company 's chief executive retired and chief financial officer resigned .,"A third executive , chief operating officer David Glenn was fired ."
0,1313226,1312848,"Mallard 's friend , Clete Jackson , and his cousin , Herbert Tyrone Cleveland , pleaded guilty last year to dumping Biggs ' body .","That night Jackson and his cousin , Herbert Tyrone Cleveland , went with Mallard to her house ."
1,881726,882002,He was arrested less than two kilometres from where he allegedly kidnapped her after brutally beating her mother and brother .,He was arrested less than 1km from where he allegedly kidnapped Jennette Tamayo after beating her mother and brother .
1,1057430,1057549,"At his sentencing , Avants had tubes in his nose and a portable oxygen tank beside him .","Avants , wearing a light brown jumpsuit , had tubes in his nose and a portable oxygen tank beside him ."
1,2694905,2694831,"Law enforcement sources who spoke on condition of anonymity confirmed that Limbaugh was being investigated by the Palm Beach County , Fla . , state attorney 's office .","Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County , Fla . , state attorney 's office ."
1,3062259,3062441,"In a major setback to consumers , a federal judge granted the government 's request Thursday to shut down a company that helps customers buy cheaper prescription drugs from Canada .","A federal judge Thursday granted a request by the Food and Drug Administration to shut down Rx Depot , a popular Internet company that sells cheaper prescription drugs from Canada ."
1,2095812,2095797,"The news comes after Drax 's American owner , AES Corp. AES.N , last week walked away from the plant after banks and bondholders refused to accept its restructuring offer .","Last week its American owners , AES Corp , walked away from the plant after banks and bondholders refused to accept its financial restructuring offer ."
0,2146802,2146689,Police official S.K. Tonapi told Reuters at least 40 people had been killed and more than 100 wounded .,State interior ministry spokesman Vasant Pitke told Reuters that at least 42 people had been killed and 112 injured .
0,3361268,3361194,The Senate 's proposal will need the support of the Democrat-led Assembly and Pataki to become law .,"Even if the Senate approves the proposals , they would require the support of the Democrat-led Assembly and Gov. George Pataki to become law ."
1,214550,214034,"The judge ordered the unsealing yesterday at the request of several news agencies , including The Seattle Times , The Associated Press and the Seattle Post-Intelligencer .","The depositions were made public yesterday at the request of the P-I , The Seattle Times and The Associated Press ."
1,2727213,2727379,The consensus estimate of analysts polled by Thomson First Call called for a profit of $ 1.70 per share .,"Analysts polled by Reuters Research , a unit of Reuters Group Plc , on average forecast profit of $ 1.69 per share ."
1,1840006,1840048,Randall Simon singled to right for the second run .,Randall Simon followed with an RBI single to right .
1,1655915,1655425,"Not only is this the oldest known planet , it 's also the most distant .",Astronomers have found the oldest and most distant planet known in the universe .
0,3444261,3444335,GREAT train robber Ronnie Biggs was fighting for life last night after a massive heart attack .,Great Train Robber Ronnie Biggs was back in jail tonight after being treated in hospital for pneumonia .
1,1114356,1114165,"According to the 2000 Census , Long Beach 's Hispanic or Latino population was listed at 35.8 percent .","According to the Census Bureau , the Hispanic population increased by 9.8 percent from the April 2000 census figures ."
1,2852505,2852372,"""He adds : """" She started beating me with her hands about the head until I ran into the other room . """""""," She started beating me with her hands about the head until I ran into the other room ,  Mr Gest says of one incident ."
0,1901007,1901069,"In Britain , temperatures threatened to top the 37.1 C ( 98.8 F ) all-time high .",Western and southwestern Germany were expected to see temperatures hit 38 C ( 100.4 F ) .
1,361380,361266,The per-share earnings were 4 cents per share higher than the expectations of analysts surveyed by Thomson First Call .,That was 4 cents higher than the expectations of analysts surveyed by Thomson First Call .
1,1464126,1464107,But he added group performance would improve in the second half of the year and beyond .,De Sole said in the results statement that group performance would improve in the second half of the year and beyond .
1,1804153,1803716,Officials said one provision in the Senate-passed measure accounted for $ 40 billion over 10 years in the CBO calculation .,The budget office said one provision of the Senate bill accounted for $ 40 billion of the cost .
1,1238164,1238199,TSMC also accused Syndia of trying to interfere with its customer relationships .,"TSMC feels that Syndia 's actions are designed to interfere with TSMC 's customer relationships , the company said ."
0,1417843,1418003,"Dennehy , 21 , hasn 't been heard from in more than two weeks , and police suspect he was killed in the Waco area .","Authorities and Baylor officials say Dennehy , 21 , hasn 't been heard from in more than two weeks ."
1,2052102,2052009,"Ghulam Mahaiuddin , head of administration in the southern province of Helmand , said the bus blast happened early in the morning , west of the provincial capital Lashkargah .","The bus blast in Helmand happened early in the morning in Nadi Ali district , west of the provincial capital Lashkargah ."
0,2464926,2464870,"The teen was in critical condition with life-threatening wounds , police said in a news release .","The teen was in critical condition at Sacred Heart Medical Center , police said in a news release ."
1,2663667,2663623,"In Canada , the booming dollar will be in focus again as it tries to stay above the 75 cent ( U.S. ) mark .","In Canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( U.S. ) mark ."
1,1048574,1048764,The same flood that blocked the airport road also swamped a Federal Express depot .,"The water blocking the airport road swamped several buildings , including a Federal Express depot ."
0,1669206,1669252,Each count has a maximum penalty of 10 years in prison and $ 1 million fine .,Both executives face up to 10 years in prison and a $ 1 million fine for securities fraud .
1,2861238,2861348,Defense attorneys said Durst accidentally shot Black in the face as they struggled for a gun after the elderly man illegally entered his apartment .,Durst 's attorneys contend their client accidentally shot Black in the face as they struggled for a gun after Black illegally entered his apartment .
1,1414844,1415063,Prosecutors said the investment was a breach of duty and resulted in the pension fund immediately losing $ 1 million .,The indictment says the investment was a breach of fiduciary duties and resulted in the state pension fund immediately losing $ 1 million .
1,2190158,2190221,"""CAPPS II will not use bank records , records indicating creditworthiness or medical records . """"""","CAPPS II will not use bank records , credit records , or medical records , according to Loy and Kelly ."
0,1580901,1580702,"""British ministers have been asked to explain why they gave undue prominence to the claim that Saddam Hussein could deploy chemical or biological weapons """" within 45 minutes """" .""","Ahead of the war , Blair cited British intelligence information that Saddam Hussein could deploy deadly chemical and biological weapons within 45 minutes ."
1,3357076,3357026,An attempt last month in the Senate to keep the fund open for another year fell flat .,An attempt to keep the fund open for another year fell flat in the Senate last month .
1,2977283,2977187,"By late Thursday afternoon , Putnam said the U.S. Attorney in the Southern District of New York had subpoenaed its trading documents , raising the possibility of a criminal indictment .","Earlier this week , Putnam said the Manhattan U.S. Attorney had subpoenaed its trading documents , raising the possibility of a criminal indictment ."
1,2650998,2650889,"The Emeryville-based toy company filed suit Friday in federal court in Wilmington , Del . , claiming Fisher-Price is violating its 1998 patent on interactive learning books for toddlers and preschoolers .",The Emeryville-based toy company filed suit Friday claiming Fisher-Price is violating its 1998 patent on interactive-learning books for toddlers and preschoolers .
0,3009646,3009757,"Levin 's attorney , Bo Hitchcock , declined to comment Friday .","Hitchcock has declined to comment on the case , as has Levin ."
1,3059963,3059991,Microsoft this week released a critical update to fix a bug with its newly released Office 2003 suite .,"Microsoft has released a critical update for its newly released office suite , Office 2003 ."
1,2728832,2728851,Meat giant Smithfield Foods Inc. has won a bidding war to buy a bankrupt Midwestern pork producer .,Pork processing giant Smithfield Foods Inc. said Monday that it won the bidding in an auction for bankrupt Farmland Industries Inc . ' s pork business .
1,3145286,3145540,Mr Blair admitted in a newspaper article Mr Bush ’ s critics were “ rubbing their hands at the scope for embarrassing him ” .,The Prime Minister today admitted that critics are “ rubbing their hands at the scope for embarrassing him ” .
1,1353170,1353189,"EU ministers were invited to the conference but canceled because the union is closing talks on agricultural reform , said Gerry Kiely , a EU agriculture representative in Washington .","Gerry Kiely , a EU agriculture representative in Washington , said EU ministers were invited but canceled because the union is closing talks on agricultural reform ."
1,748110,747916,"Palm expects to move Handspring 's employees to Palm Solutions headquarters in Milpitas , Calif .","Handspring employees are expected to move to Palm Solutions Group headquarters in Milpitas , Calif ."
1,3322660,3322644,"Malvo 's attorneys mounted an insanity defense , arguing that Muhammad 's indoctrination left him unable to tell right from wrong .","Malvo 's lawyers have presented an insanity defense , saying brainwashing by convicted sniper John Allen Muhammad left Malvo incapable of knowing right from wrong ."
1,421947,422075,"""Florida 's Third District Court of Appeal saidon Wednesdaythe original proceedings were """" irretrievably tainted """" by misconduct by lawyers representing the class .""",Florida ’ s Third District Court of Appeal said on Wednesday the original proceedings were “ irretrievably tainted ” by misconduct by attorneys for the class .
0,1989067,1989022,The total for the Johnny Depp swashbuckler rose to $ 232.8 million .,"Its cumulative total is $ 232.8 million , heading for $ 275 million ."
0,1690902,1690918,"That compares with a profit of $ 1 million , or breakeven , on $ 1.39 billion in revenue during the same period last year .","Total revenue for the second quarter was $ 1.48 billion , up 7 % from $ 1.39 billion in the same period last year ."
1,2175862,2175765,He also noted Tom Siebel had turned in 26 million stock options valued at more than $ 50-million ( U.S. ) earlier this year .,He also said that Tom Siebel had turned in 26 million stock options with a value of $ 54 million to $ 56 million earlier this year .
0,21567,21695,"Boeing shares fell 3.5 percent to close at $ 27.62 on the New York Stock Exchange , while Lockheed slipped 1.4 percent to $ 49.50 .","Boeing shares fell 95 cents , or 3.3 percent , to $ 27.67 at 3 : 30 p.m. in New York Stock Exchange composite trading ."
0,1300475,1300604,"Sony Ericsson also said it would shut down its GSM / UMTS R & D center in Munich , Germany , to increase profitability .","Sony Ericsson also said it plans to close its R & D site in Munich , Germany , for GSM and UMTS handsets ."
0,1455299,1455540,Defense lawyers had said a change of venue was needed because massive pretrial publicity had tainted the jury pool against their client .,Defense lawyers had requested a change of venue for two reasons : They argued that massive pretrial publicity had tainted the jury pool against their client .
1,739967,740730,"""Abbas told the summit he would end the """" armed intefadeh , """" renounced """" terrorism against the Israelis wherever they might be """" and alluded to the disarming of militants .""","""At Wednesday 's summit , Abbas pledged to end the """" armed intefadeh , """" renounced """" terrorism against the Israelis wherever they might be """" and alluded to the disarming of militants ."""
1,264662,264632,"Since March 11 , when the market 's major indices were at their lowest levels since hitting multi-year lows in October , the tech-laden Nasdaq has climbed nearly 20 per cent .","Since March 11 , when the markets major indexes were at their lowest levels since hitting multiyear lows in October , the tech-laden Nasdaq has climbed nearly 20 percent ."
1,727268,727328,"And in the Muslim world , Osama bin Laden is becoming more of a hero , not less of one .","And in the Muslim world , Osama bin Laden , the missing leader of the al-Qaida terrorist network , is becoming more of a hero , not less of one ."
1,3092593,3092563,IG Farben 's 500 properties were valued at around 38-million euros ( about R300-million ) and the firm had debts totalling about 28-million .,IG Farben 's 500 properties were valued at around 38 million euros ( $ 43.63 million ) and the firm had debts totalling some 28 million euros .
0,2508905,2508873,ICANN has criticised the changes and asked VeriSign to voluntarily suspend them .,ICANN asked VeriSign to voluntarily suspend Site Finder while the Internet community studied the issues .
1,1386809,1386805,"In 2001 and 2002 , wire transfers from 4 of the company 's 40 accounts totaled more than $ 3.2 billion , prosecutors said .","Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $ 3.2 billion from 2001 to 2002 , Morgenthau said ."
0,1513394,1513490," There are some who feel that if they attack us , we may decide to leave prematurely ,  Mr Bush said at the White House ."," There are some who feel like conditions are such that they can attack us there ,  Bush told reporters at the White House on Wednesday ."
0,2873361,2873517,"Gates dismissed the challenge from open-source programs such as Linux , which is gaining adherents in the public and private sectors .","But Gates dismissed the challenge coming from open-source programs , including those written for operating systems such as Linux ."
0,3380184,3380987,"For Kathy Nicolo ( Jennifer Connelly ) , the house means stability and family .",Kathy Nicolo ( Jennifer Connelly ) is desperate that her family not find out that her life has fallen apart .
1,1599833,1599728, We acted because we saw the evidence in a dramatic new light - through the prism of our experience on 9-11 . ," We acted because we saw the existing evidence in a new light , through the prism of ... Sept . 11th . "
1,2759168,2759156,"An officer in the People 's Liberation Army selected from a pool of 14 , Lt-Col Yang is the son of a teacher and an official at an agricultural firm .","A lieutenant colonel in the People 's Liberation Army , Yang is the son of a teacher and an official at an agricultural firm ."
0,1478072,1477994,""" If the other rating agencies also downgrade us ..",The two other national rating agencies are waiting to take action .
1,1245664,1245881,"Another million barrels , bought by Spanish refiner Cepsa SA , was to be loaded onto a Spanish tanker , the Sandra Tapias .","A Spanish tanker , Sandra Tapias , was to be loaded with another million barrels , bought by Spanish refiner Cepsa SA , in the afternoon ."
0,817767,818075,"China accounted for about 14 percent of Motorola 's sales last year , and the company has large manufacturing operations there .",China accounted for 14 % of Motorola 's $ 26.7 billion in sales last year .
1,1777875,1777966,She met Lady Mary at her Double Bay home yesterday to thank her for the donation .,She met Lady Mary for the first time at her Double Bay home in Sydney yesterday to thank her in person for the donation .
0,2965698,2965467,"Ebert asked Franklin , pointing to a color photo of Linda Franklin on a projection screen .",A photo of Linda Franklin 's bloodied body was shown on a large screen in the courtroom yesterday .
1,1254185,1254350,General Jeffery announced he would give his substantial military pension accumulated over 40 years to charity during his stay at Government House .,Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla .
1,2255545,2255526,"Instead of remains , the Ragusas will bury a vial of Michael 's blood , which he had donated to a bone marrow center .","Instead of Ragusa 's remains , his family will bury a vial of blood he had donated to a bone marrow center ."
1,1966117,1966021,"Three American warships are off the Liberian coast carrying a total of 2,300 marines .","There are three warships with 2,300 Marines lingering off its coast ."
1,1641162,1641062,It said the damage to the wing provided a pathway for hot gasses to penetrate the ship 's thermal armor during Columbia 's ill-fated reentry .,The document says the damage to the wing provided a pathway for hot gases to penetrate Columbia 's thermal armour during its fatal re-entry .
1,2496469,2496417,"The Nikkei average ended trading down 1.83 percent at 10,310.04 , a four-week low .","The Nikkei average .N225 was down 1.83 percent or 192.25 points at 10,310.04 , its lowest close since August 28 ."
1,2624848,2624568,"He said that with the U.S.-backed peace plan , or road map , “ in a coma , ” the attack could easily widen conflict through the region .","""Mr Jouejati said that with the US-backed road map """" in a coma """" the attack could easily widen through the region ."""
0,969654,969295,"The broader Standard & Poor 's 500 Index < .SPX > eased 7.57 points , or 0.76 percent , at 990.94 .","The technology-laced Nasdaq Composite Index was down 25.36 points , or 1.53 percent , at 1,628.26 ."
1,1821953,1822072," My judgment is 95 percent of that information should be declassified , become uncensored , so the American people would know . ","""My judgment is 95 percent of that information could be declassified , become uncensored so the American people would know , """" Mr. Shelby said on NBC 's """" Meet the Press . """""""
0,979620,979602,The 4th U.S. Circuit Court of Appeals has unsealed a heavily edited transcript of the June 3 court session where classified evidence was discussed out of public earshot .,"The 4th U.S. Circuit Court of Appeals in Richmond , Va . , released the edited transcript of a closed hearing June 3 , which followed a public proceeding ."
1,3116793,3116876,"""SEIU President Andrew Stern said the unions are """" totally comfortable """" with Dean 's positions .""","""In his speech , Stern says his members are """" totally comfortable """" with Dean 's positions on health care issues ."""
0,2054430,2054818,"Rep. Dan Gelber , D-Miami Beach , argued that the freeze is for only a few months .","Rep. Dan Gelber , D-Miami Beach , said the bill won 't freeze rates as its supporters claim ."
1,1655920,1655544,This is the only planet that has been found in orbit around a binary star system .,The new found planet is the only one known to orbit such a double-star system .
1,226237,225636," It ' ' s absurd ,  Funny Cide 's trainer Barclay Tagg said .","""Meanwhile , Funny Cide 's trainer , Barclay Tagg , called the allegations """" ridiculous . """""""
1,839301,839710,"""Palestinian Prime Minister Mahmoud Abbas told Palestinian Satellite TV the helicopter strike was a """" terrorist attack . """"""","""Palestinian Prime Minister Mahmoud Abbas denounced the helicopter strike as a """" criminal and terrorist """" Israeli attack ."""
0,2371383,2371261,The announcements were made at the International Broadcasting Convention ( IBC ) in Amsterdam .,"The submission was on Monday , but the announcement was made Friday at the International Broadcasting Convention in Amsterdam ."
1,1515072,1515036,"The panels picture the towers standing tall and outline their history , including their construction , the 1993 bombing and their ultimate destruction on Sept . 11 , 2001 .","The panels outline the twin towers ' history , including their construction , the 1993 bombing and their ultimate destruction by terrorists on Sept . 11 , 2001 ."
0,1927806,1927828,"Rescue and search operation had been going on since the tragedy happened on Thursday night , Manali Sub-Divisional Magistrate Raj Kumar Gautam told Times News Network .","Rescue and search operation was on to find them , Manali Sub-Divisional Magistrate Raj Kumar Gautam told Times News Network ."
1,2438109,2437946,"Since it was launched , the SiteFinder service has come under increasing criticism from users and analysts who say that VeriSign has overstepped its authority .","Since it was launched Monday , the SiteFinder service has drawn widespread criticism from Internet users who complain that VeriSign has overstepped its authority ."
1,2545545,2545504,They used discarded skin from consenting patients who had undergone surgery and exposed it to UVA light at intensities similar to that of sunlight .,Sanders and colleagues at RAFT exposed skin samples removed from consenting patients during surgery to UVA light at intensities similar to that of sunlight .
1,3258665,3258734,Former Secretary of State Bill Jones has also expressed interest in the race but has not yet announced plans .,"Former Secretary of State Bill Jones , another potential major candidate , had not divulged his plans Tuesday ."
0,2222971,2223124,"The venture owns five oil refineries and more than 2,100 filling stations in Russia and Ukraine .","TNK-BP has six oil producing units , five refineries and 2,100 filling stations ."
1,338234,338113,"Normally , congressional districts are redrawn by state legislatures every 10 years to reflect population changes recorded in the U.S. census .","Normally , redistricting is done every 10 years based on population changes in the census ."
1,3023907,3023990," Clearly it is a tragic day for Americans ,  he said in Washington ."," It 's clearly a tragic day for America ,  Defense Secretary Donald H. Rumsfeld said in Washington ."
1,1634467,1634519,Malaysia has launched an aggressive media campaign over its water dispute with Singapore .,MALAYSIA will launch a publicity campaign in local newspapers today giving its version of the water dispute with Singapore .
1,156755,156708,The research is set to change how the public and doctors check for melanomas .,Now research by Melbourne 's Alfred Hospital will change how the public and doctors check for melanomas .
0,2798493,2798323,The high profile two-week campaign – which started on September 28 – was designed to show a strong police presence around London .,"""The high profile , two-week campaign was designed to show a strong police presence around London and resulted in 42 arrests , which a spokesman said was """" pretty impressive """" ."""
1,2224622,2224687,"The indictment ``strikes at one of the very top targets in the drug trafficking world , ' ' said U.S. Attorney Marcos Jimenez .","""The newly unsealed 32-count indictment alleges money laundering and conspiracy and """" strikes at one of the very top targets in the drug-trafficking world , """" Jiménez said ."""
1,2826660,2826474,The fight about online music sales was disclosed in documents filed last week with the judge and made available by the court Monday .,The fight over online music sales was disclosed in documents made available Monday by the court .
1,3407279,3407314,"Rashidi Ahmad , 33 , was found dead in his pickup truck after it crashed into a building at Lincolnshire and Williamsborough drives , near Franklin Boulevard .","Sheriff 's deputies found Ahmad in his truck after it crashed into a building at Lincolnshire and Williamsborough drives , just south of the Sacramento city limits along Franklin Boulevard ."
1,44610,44377,Garner said Iraq 's reconstruction was not as difficult as he had expected -- mainly because the war caused less infrastructure damage and fewer refugees than anticipated .,Garner said reconstruction will not be as difficult as he anticipated because the war caused less damage and created fewer refugees .
0,3013181,3013090,He was then given leave to appeal against the sentence to the Supreme Court of Appeal .,He was given leave to appeal against part of his conviction and sentence .
1,2159006,2158955,Mr. Geoghan had been living in a protective custody unit since being transferred to the prison on April 3 .,"He had been in protective custody since being transferred to Souza-Baranowski in April , officials said ."
1,2264198,2264212,"Microsoft is preparing to alter its Internet Explorer browser , following a patent verdict that went against the company , Microsoft said Friday .","Microsoft Corp. is preparing changes to its Internet Explorer ( IE ) browser because of a patent verdict against it , the company said Friday ."
1,1715922,1715771,The decision means that Qarase must invite up to eight Labor Party members into cabinet .,Mr Qarase must now invite up to eight Labour Party members into cabinet .
0,202023,202003,"The first trial of a suspect in last year 's Bali nightclub bombings that killed more than 200 people opened in Indonesia today , Sky News reported .",One of the key suspects in the October nightclub bombings that killed more than 200 people in Bali went on trial Monday amid tight security .
0,2939928,2939983,"Sir Paul already has three children fashion designer Stella , 31 , Mary , 33 , and James , 25 by his wife Linda , who died from breast cancer in 1998 .","McCartney has three children - fashion designer Stella , 31 , Mary , 33 , and James , 25 - by first wife Linda ."
1,2221864,2221924," It still remains to be seen whether the revenue recovery will be short-lived or long-lived ,  Mr. Sprayregen said ."," It remains to be seen whether the revenue recovery will be short- or long-lived ,  said James Sprayregen , UAL bankruptcy attorney , in court ."
1,1438917,1438953,"More than 6,000 companies must get shareholders ' approval before granting their executives options and other stock compensation packages , the Securities and Exchange Commission said Monday .",Companies trading on the biggest stock markets must get shareholder approval before granting stock options and other equity compensation under rules cleared yesterday by the Securities and Exchange Commission .
0,3018437,3018453,"Associated Press Writer Curt Anderson at the Justice Department in Washington , D.C. , contributed to this story .","Associated Press Writer Jay Reeves in Birmingham , Ala . , contributed to this story ."
0,3053015,3053033,"The contractors convicted last month , Brian Rose , 36 , and Joseph Quattrone , 35 , are to be sentenced in January .","Contractors Brian Rose , 36 , and Joseph Quattrone , 35 , who were convicted of submitting hundreds of phony invoices to Blue Cross , are to be sentenced in January ."
1,2377834,2377805," Third . . . we are not allowed to kill women , except those who join the war [ against Islam ] . ","""In jihad , we are not allowed to kill women , except those who join the war ( against Islam ) . """""""
0,749633,749912, We need to change old habits and seriously rethink business-as-usual . ,"""He urged employees to """" avoid complacency """" and to """" change old habits and seriously rethink business-as-usual . """""""
1,2305924,2305736,"""They are tired of paying the high cost of CDs and DVDs and prefer more flexible forms of on-demand media delivery . """"""","Consumers , tired of paying high prices for CDs and DVDs , are looking for flexible forms of on-demand media delivery ."
